title,mediaType,eps,duration,ongoing,sznOfRelease,description,studios,tags,contentWarn,watched,watching,wantWatch,dropped,rating,votes
Utawarerumono Specials,DVD Special,4,7,No,,"Though he spends the majority of his time wandering the vast palace or completing dull administrative duties, Hakuoro still occasionally finds time to kick back and enjoy time with his friends. While stealing food with Oboro, Hakuoro finds himself in trouble with an upset stomach and only one place to go – but who of the duo will go first? Meanwhile, Kamyu continues causing headaches for Munto after slipping out unannounced, but a dip in the bath with the girls will help calm the situation. But the mischief doesn’t end there! After being entrusted with one of Touka’s beloved dolls, Hakuoro’s over-enthusiasm leads to its beheading. Is there time to repair it before she returns, or is it time to pass the blame to someone else?",['OLM'],"['Comedy', 'Ecchi', 'Fantasy']",[],1986,38,868,17,3.891,1204
Ah! My Goddess: Flights of Fancy Specials,DVD Special,2,24,No,,"While tidying up the house, Keiichi discovers a notebook of his grandfather that contains a picture of a mysterious girl and a treasure map. Excited by the prospect of an adventure, Urd and Skuld are itching to go with Keiichi to find the loot, but tight funds mean the Auto Club's annual camping trip takes priority. What's more, the young maid hosting the group is convinced that a promise made with Keiichi ties the two together! To make matters worse, Peorth is determined to make Morisato confess his true feelings for Belldandy. Will Keiichi ever be able to say 'I love you', or is the pressure too much for him to handle?",['AIC'],"['Comedy', 'Fantasy', 'Romance', 'Seinen', 'God-Human Relationship', 'Gods', 'Interspecies Relationship', 'Magic', 'Non-Human Protagonists', 'Based on a Manga']",[],4817,42,1638,37,3.891,2632
Naruto Shippuden Movie 3: The Will of Fire,Movie,1,96,No,,"Across the great shinobi nations, ninja with special bloodline limits have gone missing without a trace. After sustaining injuries during their investigation, Naruto and the rest of Team Kakashi head back to Konoha to heal, however not long after their return an apparition of a boy appears in the sky. His name is Hiruko – the mastermind behind the recent disappearances – and he has successfully absorbed four of the great bloodline traits in his quest to gain the strength to start a fourth great shinobi war. Hiruko now needs just one more jutsu to become the ultimate immortal ninja – and his final target is Kakashi! Sensing the immense threat Hiruko poses, the copy ninja decides to sacrifice himself and become an outcast for the sake of the village. Naruto and Sakura refuse to accept his decision and immediately chase after him, but can they defeat Hiruko and save their leader within the two-day time limit, especially when Shikamaru and the others are sent to stop them and bring them back home?",['Studio Pierrot'],"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",[],26430,139,4279,56,3.891,14694
Drifters OVA,OVA,1,,No,,"The episode, titled ""The Outlandish Knight,"" is episode 15 of the Drifters anime.",['Hoods Drifters Studio'],"['Action', 'Fantasy', 'Seinen', 'Dark Fantasy', 'Person in a Strange World', 'Rebellions', 'Samurai', 'Based on a Manga']",['Explicit Violence'],273,21,501,4,3.89,152
"Sound! Euphonium: Ready, Set, Monaka",DVD Special,1,24,No,,"The 10 members of the concert band club who failed Taki's audition form ""Team Monaka"" to support the club members participating in the Kyoto Concert Band competition. Even as they support the performers, they continue to hone their playing, and make monaka-shaped good-luck charms to hand out to their club mates before the competition. Although they didn't play in the competition, they still had things they had to do. But on the day of the competition, the members on their way to the concert hall receive a shocking message! This is Team Monaka's hot summer story.",['Kyoto Animation'],"['Drama', 'Music', 'School Club', 'Based on a Novel']",[],1784,13,547,4,3.89,1274
Aldnoah.Zero 2nd Season,TV,12,,No,Winter,"The year is 2016— a year and a half after the assassination of Princess Asseylum. Despite his status as a Terran, Slaine has been granted the title of Mars Knight, is now served by his own personal subordinate, and has been taking part in battles against the United Forces of Earth. Meanwhile on Earth, the Deucalion is finishing up its repairs as, one by one, the ship’s former crew members return in order to proceed to a new battlefront.","['TROYCA', 'A-1 Pictures']","['Action', 'Mecha', 'Sci Fi', 'Conspiracy', 'Military', 'Political', 'Real Robot', 'War', 'Original Work']",[],13657,1124,3736,486,3.889,10599
Ride Back,TV,12,,No,Winter,"Amidst the turbulent revolution of 2025 wrought by the GGP government, Rin Ogata only dreams of becoming a ballerina; like her mother before her, Rin’s grace and agility mean she’s destined for success on the stage. However, an injury and the untimely death of her parents quickly shatter her aspirations and, for once, Rin’s existence seems purposeless. That is, until she enters the garage of a club one day and sits astride a RideBack! The RideBack, a motorcycle with arms and the ability to stand upright, offers Rin a new world of boundless movement! What she doesn’t realize, however, is that this club of RideBack enthusiasts is about to get dragged into the bloody war between the GGP and the terrorists intent on overthrowing them. Life may be more exciting now, but it’s also become very dangerous: will Rin’s natural talents as a pilot be enough in a world where racing is not just for glory, but for survival?",['MADHOUSE'],"['Action', 'Mecha', 'Seinen', 'Motorcycles', 'Political', 'Racing', 'Real Robot', 'Rebellions', 'Based on a Manga']",[],5200,357,2149,357,3.889,4053
Hakumei and Mikochi,TV,12,,No,Winter,"While Hakumei is cheerful, outgoing and prefers to be outside, Mikochi is more introverted and prefers to stay indoors. These differences will set the tone for their friendship. Riding on insects and birds, creating tools from the forest and living their normal lives, they'll show us how day to day chores can be the biggest adventure in a small world full of wonders.",['Lerche'],"['Fantasy', 'Seinen', 'Slice of Life', 'Forest', 'Iyashikei', 'Roommates', 'Based on a Manga']",[],982,265,1790,244,3.891,948
REBORN! Mr. Rebokku no Ciao Ciao Interview,DVD Special,3,3,No,,"Masquerading as the ""mysterious"" magician Mr. Rebokku, Reborn has decided to conduct group interviews using a flashing roulette wheel to select the candidates, and the quirks are far from over. With each question based on a theme, if the guests’ responses are deemed too boring by their host, then they are doomed to a merciless fate. With Reborn using his powers to force unwilling participants to answer according to his ideals and their survival at stake, just who will emerge victorious from Mr. Rebokku’s ""interviews""?",['Artland'],"['Comedy', 'Shounen', 'Based on a Manga']",[],2409,35,990,20,3.889,1329
Poyopoyo Kansatsu Nikki,TV,52,3,No,Winter,"It's a basketball! It's a melon! It's… Poyo the cat?! After drunkenly stumbling across the bulbous, cuddly creature on the street one day, Moe Satou decides to bring the stray home and keep him in the house as a family pet. Whether he's lounging around or bringing snacks to the other strays in the neighborhood, Poyo is always getting into a variety of misadventures with his new owners and friends, including the lovable neighbor cat Kurobe, doting father Shigeru and a host of kittens.","['Dax Production', 'Studio Deen']","['Comedy', 'Seinen', 'Slice of Life', 'Animal Protagonists', 'Cats', 'Chibi', 'Countryside', 'Family Friendly', 'Gag', 'Iyashikei', 'Non-Human Protagonists', 'Pets', 'Short Episodes', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],1161,481,1007,223,3.888,1270
Nyan Koi!,TV,12,,No,Fall,"Everyone around Kousaka seems to adore cats, but due to his allergies the teen can’t stand them. So when he wakes up one day and can hear what every feline is saying, Kousaka is annoyed to say the least. His new “gift,” it seems, is the result of accidentally breaking an enshrined statue of a cat; and what’s worse, Kousaka must atone for his sin and appease the vengeful spirit by aiding one hundred kitties-in-distress, or become a furry feline himself! Now, amidst helping various cats with mundane and trivial issues, Kousaka must try to dispel the jinx and attempt to salvage his self-respect – not to mention his love life - along the way.",['AIC'],"['Comedy', 'Harem', 'Romance', 'Shounen', 'Cats', 'Curse', 'Pets', 'School Life', 'Supernatural', 'Based on a Manga']",[],20588,1233,6502,871,3.888,15507
Oreimo 2,TV,13,,No,Spring,"A year has passed since the day Kyousuke discovered his little sister’s eroge stash and was forced to enter her deviant, secretive world against his wishes! Now, Kirino has just returned from America and is treating her brother as poorly as ever, but old habits don’t die easily and soon, Kirino once more decides to make Kyousuke an essential part of her life. Whether it's helping her buy a mountain of anime and dating sims, trying to convince Kirino to prioritize her friend over a dating sim character or helping with getting a persistent modeling agent off her back, if it's for his little sister, Kyousuke will give his all!",['A-1 Pictures'],"['Comedy', 'Romance', 'Slice of Life', 'Otaku Culture', 'Siblings', 'Tsundere', 'Based on a Light Novel']",[],17177,989,3779,462,3.887,12863
Shakugan no Shana Movie,Movie,1,86,No,,"High school life was just beginning for Yuuji Sakai, and while still growing accustomed to new classmates and teachers, a larger truth hit him. One day he found out that demons known as Guze no Tomogara were devouring human’s existence, unbeknownst to but a few. That was the day when he met Shana, a red-haired and blazing-eyed hunter of demons, and that day his life would change forever. She told him that he was just the fragment of a human, and that demons would hunt him for a strange gift he bore within him. Although discarding him as a nuisance at first, Shana comes to admire his resilience, and Yuuji finds new strength and determination. As the story unfolds, their relationship changes and both tempt their fates...",['J.C. Staff'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Recap', 'Supernatural', 'Tsundere', 'Urban Fantasy']",[],12031,131,4617,86,3.887,7285
Lupin III: Part V - Is Lupin Still Burning?,OVA,1,27,No,,"Special episode celebrating Lupin's 50th Anniversary! Lupin receives an invitation to join a race by Mr. X. Jigen and Goemon questions Lupin's willingness to join despite knowing it's a trap, but Lupin has his eyes on the Golden Statue rumored to be in a mansion near the race course. The gang makes their plans to obtain the statue, but Mr. X had other plans for Lupin... Sending him back to the past and changing key events that tie his relationship with his gang in the current time!",['TMS Entertainment'],"['Action', 'Cars', 'Criminals', 'Racing', 'Thieves', 'Time Travel']",[],175,9,186,8,3.886,115
Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,TV Special,1,47,No,,A reiteration of the final episode of Gundam Seed Destiny where a massive fight ensues over the future of Orb and mankind's right to choose what destiny they lead.,['Sunrise'],"['Mecha', 'Sci Fi']",[],3618,31,1136,19,3.885,1903
A Certain Scientific Accelerator,TV,12,,No,Summer,"After rescuing Last Order and subsequently taking a bullet to the head, Academy City’s top-ranked esper rests in the hospital. But Accelerator’s recovery is cut short when a mysterious girl carrying a photo of his little clone companion asks for help. Now they’re taking on Disciplinary Action—an anti-evil coalition whose sinister plans threaten Last Order, Academy City, and even the entire world!",['J.C. Staff'],"['Action', 'Sci Fi', 'Psychic Powers', 'Supernatural', 'Based on a Manga']",['Violence'],2591,937,3730,226,3.887,2111
Hiyokoi,Other,1,23,No,,"After recovering from an accident, Hiyori has returned to school for the first time, and she's terrified! For Hiyori is painfully shy, and the idea of making friends, let alone introducing herself to the class, is impossible to bear. But regardless of her embarrassment, Hiyori's small stature makes her an instant hit with her peers, including the popular and attractive Yuushin. Confident or not, Hiyori's school – and love - life is just beginning...",['Production I.G'],"['Comedy', 'Drama', 'Romance', 'Shoujo', 'School Life', 'Shorts', 'Based on a Manga']",[],7661,157,2874,61,3.885,5374
Student Council's Discretion Lv. 2,TV,10,,No,Fall,"The series revolves around a private high school whose student council is chosen entirely by popularity vote. Because of this, Ken Sugisaki is the only male representative, in the otherwise all bishojo student council, that may enter the “sacred sanctuary” of the council’s meeting room. At the behest of Council President Kurimu Sakurano, Sugisaki records the minutes of the council meetings, which devolve into daily conversations about the students’ lives and interests.",['AIC'],"['Comedy', 'Ecchi', 'Harem', 'Shounen', 'Breaking the Fourth Wall', 'Parody', 'School Life', 'Student Council', 'Based on a Light Novel']",[],4167,368,2516,164,3.884,2961
Ghost in the Shell: Arise - Alternative Architecture,TV,10,,No,Spring,"The Ghost in the Shell: Arise OVA sequence has been rebuilt into eight TV-length episodes and extended with two new broadcast exclusive episodes to create Ghost in the Shell: Arise ­ Alternative Architecture! In this highly anticipated prequel set in the year after the fourth World War, cyborg and hacker Motoko Kusanagi finds herself wrapped up in the investigation of a devastating bombing. But she¹s not the only one looking for answers‹as she delves deeper into the mystery of who is behind the attack, a specialized team unlike any before begins totake shape.",['Production I.G'],"['Sci Fi', 'Based on a Manga']",[],1753,223,2138,129,3.884,1345
Wolf Girl and Black Prince,TV,12,,No,Fall,"Everyone knows that lies can come back to bite you, but when Erika makes up a fake boyfriend to impress her new classmates, the results may literally end up hounding her forever! Yes, it was dumb, but what were the odds that the random guy whose picture she used would turn out to be a student at her own school? Or that said faux-boyfriend's silence would come with such a horrible price? Now Erika doesn't just have to run and fetch at Kyoya Sata's command, she has to bark too!Because he's literally treating her like a dog, and she just has to roll over and take it, or he'll tell everyone the truth! But that's not the worst part, because even though this wolf in hunk's clothing has Erika collared, she may be starting to have REAL feelings for him anyway! Is she barking up the wrong tree, or could true love be unleashed in Wolf Girl & Black Prince?",['TYO Animations'],"['Romance', 'Shoujo', 'Blackmail', 'School Life', 'Based on a Manga']",[],21346,1724,6458,1117,3.884,15632
Student Council's Discretion,TV,12,,No,Fall,"There’s never a dull day in lives of the Hekiyou Academy student council! President Kurimu has a sweet tooth and neglects her duties with ease, while secretary Chizuru skillfully manipulates those around her. Otaku Mafuyu obsesses over writing online walkthroughs, and is constantly hounded by Ken, the only male of their crew and an eroge addict who has the ultimate goal to turn the entire council into his harem. Luckily for Mafuyu she’s protected from his advances by Minatsu, her sporty and tomboyish sister! Together, the five repeatedly struggle in their fight against boredom, making constant otaku references and fighting against the journalism club along the way!",['Studio Deen'],"['Comedy', 'Ecchi', 'Harem', 'Shounen', 'Breaking the Fourth Wall', 'Parody', 'School Life', 'Student Council', 'Based on a Light Novel']",[],11915,1023,6423,924,3.883,9141
Nintama Rantarou: Dokutake Onsen no Dan,TV Special,1,48,No,,,['Ajia-do'],"['Action', 'Adventure', 'Comedy', 'Shounen', 'Family Friendly', 'Ninja', 'Based on a Manga']",[],33,5,41,5,3.883,18
Wo Shi Jiang Xiaobai,Web,12,,No,,,['2:10 Animation'],"['Romance', 'Chinese Animation', 'CG Animation']",[],130,34,410,17,3.883,101
Fate/stay night: Unlimited Blade Works 2 - Sunny Day,DVD Special,1,10,No,,"The short will adapt ""sunny day,"" an alternate ""good"" ending to the ""Unlimited Blade Works"" route from the original Fate/stay night game.",['ufotable'],"['Action', 'Fantasy', 'Magic', 'Superpowers', 'Based on an Eroge', 'Based on a Visual Novel']",[],3554,78,1783,15,3.884,2316
The Third: The Girl with the Blue Eye,TV,24,,No,Spring,"In a post-apocalyptic future, where the world has turned into a desert and the remains of humanity live under the rule of the Third – beings with a third eye on their foreheads. Accompanied only by her tank's AI, Bogie, Honoka tries to make a living as a handyman on the edge of civilization, and she tries to avoid resorting to violence as much as possible; but when situations demand it, she and her sword become a force to be reckoned with. When Honoka is hired by the mysterious young man named Ikus, the Third suddenly take great interest in them; and thus, Honoka’s story truly begins…",['XEBEC'],"['Action', 'Adventure', 'Sci Fi', 'Post-apocalyptic', 'Based on a Light Novel']",[],3199,304,2302,291,3.882,2489
